dept,date,interest,reviewText,helpcount,nothelpcount,label
Mathematics,10/18/2005,Meh,she is crazy  honest to god  she is sooo nice really the nicest most caring woman but nuts  the class is easy if you do the homework and read the book  she confused me more when i went to class and asked her questions  she was very understanding when i was sick and let me turn in a bunch of homework late and make up a project,0,0,-1
Humanities,03/02/2008,Meh,He didnt teach he wouldnt give notes and class was super boring  We would get study guides for the test but none of the information on the study guides would be on the test Didnt like him at all  The only good thing from this class was that he canclled class like every other week Waste of my Money,0,0,-1
Biochemistry,12/17/2007,Sorta interested,If 613 had a different instructor i believe i would be a more fun class Teacher was as useless as TA unnecessary many quizzes and no scheme of exams which one had an option of taking the class at Capital University But she has no choice probably be tenured she should stay in the lab and OSU should keep looking for the person who can teach the,0,0,-1
Mathematics,05/29/2005,Sorta interested,Worst lecturer I have encountered thus far in my college carrer I stopped going to lecture becuase it was very tough to see or hear unless in front row  Like the others said just hope you get a good TA it is what will help you out the most,0,0,-1
Economics,12/25/2009,Sorta interested,she just reads her powerpoint EVERY DAY,0,0,-1
Religion,04/15/2009,Meh,Horrible professor dont take from him at all He treats each class as a performanceso ANNOYING Tests are ridiculously hardand he doesnt give any study guides or anything,0,0,-1
Mathematics,12/31/2009,Really into it,I understood almost nothing from his lectures I had to mostly learn by myself from the book Course load was pretty typical for a math class but some homework assignments were very long,0,0,-1
Business,03/31/2014,Sorta interested,Brau is a great person but not a great teacher  He talks too fast uses acronyms for everything and his handwriting is impossible to read  The material isnt that hard but Dr Brau glosses over the hard stuff and instead spends class time on professional development,0,0,-1
Journalism,08/24/2011,Sorta interested,This class is not an easy A at all The assignments are definitely easy As but the exams are next to impossible as he does not teach well at all and his exams are very wordy and confusing Do not expect a walk in the park Its not fun or easy,0,0,-1
Business,01/04/2005,Really into it,Maybe the best and most practical class I have ever taken  Not only does he teach well and with clarity but his enthusiasm is off the charts  Hes a motivator and has a pure desire to help us learn since he gets paid almost nothing for teaching  Very funny,0,0,-1
Economics,05/18/2009,Meh,If you take this class prepare for the inevitable suicidal thoughts His lectures are so incomprehensibly boring that I started to slit my wrists with my mechanical pencil six minutes into it Dont bother going to the lecture because even while trying to distract yourself with texttwist you will bleed your your eyes Go to exams youll get an A,0,0,-1
Sociology,12/11/2006,Meh,Brian is the worst Professor I have ever had  He will NOT help you out on the endless reading and will randomly not show up for his office hours  He swears in class out of anger constantly and makes a really uneasy environment to work in in and out of the classroom That one class you have that makes all your classes harder is his DONT DO IT,0,0,-1
Religion,01/17/2009,Sorta interested,Are you ready to be stirred63 He like to torment,0,0,-1
Women's Studies,11/07/2011,Really into it,Not too hard but the class is painfully boring to sit through and attendance is required She babbles on for the whole power lecture in a disorganized manner that is impossible to follow She is the most confused lecturer I have ever had and she brushes off interesting questions in order to continue throwing out random unconnected facts,0,1,-1
English,05/10/2011,Sorta interested,Meh This class was was a constant source of frustration He was disorganized and couldnt manage class time wisely His midterm was a joke It covered tiny things that we didnt cover in class and many werent even in the readings The finals format changed completely The class was interesting but certainly could have been instructed better,0,0,-1
Psychology,11/17/2008,Really into it,Professor Gewirtz cares about his research and not teaching his classes He seems to not care about his students in the least This becomes apparent when his tests are all D averages and he will not provide study guides any outside help or change his terrible exam questions EVEN IF YOU LIKE BIOLOGY OR GET GOOD GRADES DO NOT TAKE THIS CLASS,0,0,-1
Communication,08/20/2014,Meh,Her instructions are very detailed but long winded so hard to follow to the end You have to read every little detail and REMEMBER them or risk failing an assignment She is not flexible with grading AT ALL If you have an issue with something you better pray someone else can help you Crazy unhelpful And very strict Not a very good teacher,0,0,-1
